City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Delhi,2017-05-18,126.04,279.92,9.76,50.3,20.34,13.57,0.41,55.11,52.39,2.24,13.46,,188.0,Moderate
Delhi,2017-05-19,139.1,329.12,37.79,58.93,38.72,27.59,0.71,41.31,45.33,1.72,11.14,,294.0,Poor
Delhi,2017-05-20,233.82,352.76,58.84,59.74,41.26,25.31,0.9,36.26,46.67,1.84,11.51,,334.0,Very Poor
Delhi,2017-05-21,178.44,505.07,65.22,52.38,37.23,13.02,0.88,40.4,49.89,2.42,13.96,,505.0,Severe
Delhi,2017-05-22,110.1,386.67,72.51,63.7,49.96,39.38,0.99,35.36,40.92,3.31,17.75,,349.0,Very Poor
Delhi,2017-05-23,118.43,326.02,135.99,84.21,38.66,56.89,0.89,37.55,39.59,3.5,18.52,,421.0,Severe
Delhi,2017-05-24,107.37,252.35,32.51,80.72,21.67,42.37,0.47,42.21,39.1,3.96,18.3,,238.0,Poor
Delhi,2017-05-25,113.9,222.88,20.0,65.71,23.38,33.07,0.56,41.43,30.8,2.74,14.63,,204.0,Poor
Delhi,2017-05-26,103.75,301.57,19.37,79.07,31.23,49.97,0.65,41.4,53.9,2.56,11.12,,289.0,Poor
Delhi,2017-05-27,69.88,317.07,8.83,50.12,15.96,39.95,0.53,38.55,53.22,1.35,9.27,,236.0,Poor
Delhi,2017-05-28,40.33,150.34,7.16,45.6,15.27,37.97,0.49,31.5,57.01,1.37,9.65,,148.0,Moderate
Delhi,2017-05-29,48.95,150.23,18.15,55.2,23.76,41.24,0.54,26.99,49.0,1.8,11.24,,94.0,Satisfactory
Delhi,2017-05-30,63.27,174.62,17.45,64.11,26.54,47.68,0.5,26.15,54.23,2.2,13.37,,130.0,Moderate
Delhi,2017-05-31,56.38,137.62,26.49,69.98,30.75,53.68,0.83,21.94,50.95,2.37,12.75,,123.0,Moderate
Delhi,2017-06-01,95.23,257.16,53.45,97.33,52.3,57.81,1.08,23.0,65.67,3.26,15.28,,192.0,Moderate
Delhi,2017-06-02,123.44,354.35,82.72,131.55,58.97,60.86,1.08,24.75,45.77,3.2,14.9,,324.0,Very Poor
Delhi,2017-06-03,122.2,362.94,96.1,119.37,71.01,62.41,1.1,23.23,42.56,3.27,14.76,,357.0,Very Poor
Delhi,2017-06-04,121.1,436.35,89.35,92.68,61.23,55.02,0.72,22.69,29.97,2.38,13.45,,393.0,Very Poor
Delhi,2017-06-05,71.89,320.91,58.98,64.07,47.44,41.28,0.56,18.63,20.67,1.6,15.57,,302.0,Very Poor
Delhi,2017-06-06,80.37,348.79,47.89,57.63,42.42,43.51,0.56,16.51,26.41,1.52,15.28,,239.0,Poor
Delhi,2017-06-07,40.87,233.62,23.35,70.77,22.9,48.84,0.29,23.51,39.61,1.11,7.26,,210.0,Poor
Delhi,2017-06-08,41.83,,20.44,79.9,9.88,40.3,0.0,,,0.62,0.0,,77.0,Satisfactory
Delhi,2017-06-09,66.73,295.56,14.64,76.52,9.53,41.19,0.0,,,0.65,0.0,,89.0,Satisfactory
Delhi,2017-06-10,64.63,,22.12,80.04,7.62,41.51,0.0,,,0.6,0.0,,143.0,Moderate
Delhi,2017-06-11,43.02,,19.89,77.07,10.77,38.68,0.0,,,0.6,0.0,,80.0,Satisfactory
Delhi,2017-06-12,57.4,166.25,35.93,106.23,16.06,50.52,0.0,,,0.58,0.0,,92.0,Satisfactory
Delhi,2017-06-13,48.6,244.14,73.59,96.64,18.94,58.1,0.0,,,0.6,0.0,,112.0,Moderate
Delhi,2017-06-14,62.0,310.73,37.26,86.9,8.6,52.51,0.0,,,0.89,0.0,,117.0,Moderate
Delhi,2017-06-15,80.14,205.5,41.28,139.09,5.03,54.71,0.0,,,2.16,0.0,,101.0,Moderate
Delhi,2017-06-16,51.6,124.35,43.17,80.43,12.37,51.3,0.0,,,0.1,0.0,,106.0,Moderate
Delhi,2017-06-17,41.96,87.16,38.8,70.93,10.95,48.94,0.0,,,1.23,0.0,,88.0,Satisfactory
Delhi,2017-06-18,65.19,218.93,48.7,56.65,11.02,48.14,0.0,,,1.04,0.0,,94.0,Satisfactory
Delhi,2017-06-19,60.9,228.2,49.53,36.63,9.3,46.71,0.0,,,0.11,0.0,,150.0,Moderate
Delhi,2017-06-20,35.1,88.82,57.03,99.75,18.49,59.54,0.0,,,0.39,0.0,,97.0,Satisfactory
Delhi,2017-06-21,58.27,87.74,61.79,63.2,13.55,50.91,0.0,,,0.25,0.0,,109.0,Moderate
Delhi,2017-06-22,61.93,124.6,110.0,36.35,11.06,69.13,0.0,,,0.18,0.0,,124.0,Moderate
Delhi,2017-06-23,44.08,160.22,39.17,103.29,7.45,52.73,0.0,,,0.38,0.0,,,
Delhi,2017-06-24,63.62,245.23,55.51,83.84,14.32,58.3,0.0,,,0.51,0.0,,111.0,Moderate
Delhi,2017-06-25,76.1,325.29,17.77,71.42,8.2,45.21,0.0,,,0.48,0.0,,148.0,Moderate
Delhi,2017-06-26,51.52,359.19,20.96,53.97,7.09,38.93,0.0,,,0.6,0.0,,108.0,Moderate
Delhi,2017-06-27,36.62,286.38,16.9,54.02,6.56,37.64,0.0,,,0.76,0.0,,73.0,Satisfactory
Delhi,2017-06-28,29.83,128.18,30.92,58.02,9.28,41.14,0.0,,,0.71,0.0,,58.0,Satisfactory
Delhi,2017-06-29,22.98,103.8,21.6,35.01,5.52,33.87,0.0,,,0.48,0.0,,58.0,Satisfactory
Delhi,2017-06-30,25.83,90.41,44.88,32.97,8.43,41.27,0.0,,,0.37,0.0,,46.0,Good
Delhi,2017-07-01,43.35,224.62,62.09,17.4,9.35,44.12,0.0,,,0.42,0.0,,84.0,Satisfactory
Delhi,2017-07-02,20.52,223.56,28.19,11.37,4.19,32.97,0.0,,,0.2,0.0,,54.0,Satisfactory
Delhi,2017-07-03,46.71,246.98,28.86,20.06,5.17,32.02,0.0,,,0.58,0.0,,49.0,Good
Delhi,2017-07-04,116.12,,27.08,19.37,4.82,28.8,0.0,,,0.63,0.0,,149.0,Moderate
Delhi,2017-07-05,50.81,,27.08,14.86,5.05,25.81,0.0,,,0.58,0.0,,212.0,Poor
Delhi,2017-07-06,47.17,,18.19,18.32,4.13,24.82,0.0,,,0.1,0.0,,85.0,Satisfactory
Delhi,2017-07-07,41.42,,30.0,18.21,5.09,30.98,0.0,,,0.12,0.0,,77.0,Satisfactory
Delhi,2017-07-08,45.31,,32.87,23.52,6.01,28.82,0.0,,,0.1,0.0,,65.0,Satisfactory
Delhi,2017-07-09,58.46,,67.54,21.16,10.42,41.79,0.0,,,0.14,0.0,,108.0,Moderate
Delhi,2017-07-10,41.92,,25.63,18.81,4.9,27.22,0.0,,,0.15,0.0,,78.0,Satisfactory
Delhi,2017-07-11,33.04,,26.7,21.44,5.01,26.19,0.0,,,0.25,0.0,,59.0,Satisfactory
Delhi,2017-07-12,22.35,,25.59,19.98,4.81,27.31,0.0,,,0.23,0.0,,47.0,Good
Delhi,2017-07-13,22.44,,25.51,21.59,4.86,28.03,0.0,,,0.27,0.0,,39.0,Good
Delhi,2017-07-14,30.35,,17.2,38.36,5.65,29.06,0.0,,,0.23,0.0,,40.0,Good
Delhi,2017-07-15,32.02,,16.13,77.47,9.24,37.26,0.0,,,0.29,0.0,,56.0,Satisfactory
Delhi,2017-07-16,38.77,,15.56,76.98,8.39,35.52,0.0,,,0.27,0.0,,65.0,Satisfactory
Delhi,2017-07-17,33.56,,31.69,86.61,11.38,43.34,0.0,,,0.36,0.0,,71.0,Satisfactory
Delhi,2017-07-18,37.67,,25.69,126.91,14.1,49.2,0.0,,,0.33,0.0,,97.0,Satisfactory
Delhi,2017-07-19,55.96,,58.31,137.15,19.34,58.22,0.0,,,0.32,0.0,,118.0,Moderate
Delhi,2017-07-20,28.88,,41.13,61.54,11.02,44.64,0.0,,,0.27,0.0,,116.0,Moderate
Delhi,2017-07-21,23.12,,20.56,23.67,4.69,26.97,0.0,,,0.33,0.0,,53.0,Satisfactory
Delhi,2017-07-22,18.54,,20.65,19.9,4.52,23.32,0.0,,,0.03,0.0,,30.0,Good
Delhi,2017-07-23,22.65,,18.67,18.22,3.76,26.79,0.0,,,0.0,0.0,,37.0,Good
Delhi,2017-07-24,17.52,,28.89,19.95,5.21,28.58,0.0,,,0.09,0.0,,35.0,Good
Delhi,2017-07-25,22.17,,21.08,18.1,3.98,28.73,0.0,,,0.36,0.0,,37.0,Good
Delhi,2017-07-26,20.17,,20.61,21.95,4.61,27.09,0.0,,,0.07,0.0,,32.0,Good
Delhi,2017-07-27,24.42,,23.71,25.33,5.12,26.74,0.0,,,0.0,0.0,,41.0,Good
Delhi,2017-07-28,25.71,,23.69,24.07,4.84,25.11,0.0,,,0.13,0.0,,42.0,Good
Delhi,2017-07-29,27.25,,12.65,22.87,3.3,22.45,0.0,,,0.11,0.0,,47.0,Good
Delhi,2017-07-30,10.88,,11.6,20.58,3.53,22.24,0.0,,,0.01,0.0,,30.0,Good
Delhi,2017-07-31,17.1,,28.26,26.19,5.91,32.0,0.0,,,0.15,0.0,,29.0,Good
Delhi,2017-08-01,17.24,,27.25,23.4,5.48,33.36,0.0,,,0.07,0.0,,44.0,Good
Delhi,2017-08-02,27.56,,33.12,26.54,6.7,38.35,0.0,,,0.15,0.0,,40.0,Good
Delhi,2017-08-03,27.29,,28.58,29.16,7.02,34.14,0.0,,,0.18,0.0,,49.0,Good
Delhi,2017-08-04,42.65,,29.66,33.74,7.71,33.24,0.0,,,0.22,0.0,,50.0,Good
Delhi,2017-08-05,53.69,,34.95,42.98,8.68,36.4,0.0,,,0.2,0.0,,88.0,Satisfactory
Delhi,2017-08-06,61.44,,52.38,41.75,10.21,43.5,0.0,,,0.2,0.0,,99.0,Satisfactory
Delhi,2017-08-07,57.42,,25.72,32.2,5.84,33.07,0.0,,,0.24,0.0,,110.0,Moderate
Delhi,2017-08-08,36.58,,36.57,29.91,7.08,36.53,0.0,,,0.38,0.0,,68.0,Satisfactory
Delhi,2017-08-09,50.42,,54.85,48.7,11.34,42.64,0.0,,,0.79,0.0,,73.0,Satisfactory
Delhi,2017-08-10,48.6,,38.47,64.0,10.31,31.22,0.0,,,0.16,0.0,,95.0,Satisfactory
Delhi,2017-08-11,21.83,,24.86,35.39,4.87,17.92,0.0,,,0.07,0.0,,58.0,Satisfactory
Delhi,2017-08-12,,,,,0.0,,0.0,,,0.0,0.0,,45.0,Good
Delhi,2017-08-13,,,,,0.0,,0.0,,,0.0,0.0,,,
Delhi,2017-08-14,26.54,,27.43,88.07,6.42,34.8,0.0,,,0.07,0.0,,,
Delhi,2017-08-15,30.12,,13.21,49.91,6.85,18.69,0.0,,,0.08,0.0,,59.0,Satisfactory
Delhi,2017-08-16,35.23,,15.5,64.66,7.81,23.94,0.0,,,0.1,0.0,,53.0,Satisfactory
Delhi,2017-08-17,39.6,,20.73,68.78,8.36,26.78,0.0,,,0.0,0.0,,66.0,Satisfactory
Delhi,2017-08-18,46.25,,22.87,60.15,8.16,24.79,0.0,,,0.02,0.0,,70.0,Satisfactory
Delhi,2017-08-19,35.48,,42.02,39.67,10.06,24.34,0.0,,,0.0,0.0,,70.0,Satisfactory
Delhi,2017-08-20,22.15,,30.13,30.28,7.46,17.65,0.0,,,0.0,0.0,,63.0,Satisfactory
Delhi,2017-08-21,25.5,,18.02,24.42,1.44,12.14,0.0,,,0.0,0.0,,42.0,Good
Delhi,2017-08-22,46.0,,14.5,38.7,0.25,15.5,0.0,,,0.3,0.0,,,
Delhi,2017-08-23,36.54,,31.42,43.43,4.7,22.33,0.0,,,0.31,0.0,,,
Delhi,2017-08-24,47.79,,34.6,45.26,6.63,23.83,0.0,,,0.25,0.0,,58.0,Satisfactory
Delhi,2017-08-25,51.33,,24.48,39.3,3.85,18.75,0.0,,,0.37,0.0,,104.0,Moderate
Delhi,2017-08-26,62.33,,40.14,37.65,2.06,23.26,0.0,,,0.24,0.0,,,
Delhi,2017-08-27,34.3,,62.68,34.06,4.55,29.19,0.0,,,0.23,0.0,,,
Delhi,2017-08-28,23.82,,20.79,27.89,2.43,15.6,0.0,2.34,13.61,0.19,0.25,,,
Delhi,2017-08-29,15.23,,22.97,69.8,4.74,27.77,0.0,,,0.18,0.0,,,
Delhi,2017-08-30,20.5,,24.34,101.89,7.26,38.09,0.0,,,0.11,0.0,0.0,73.0,Satisfactory
Delhi,2017-08-31,41.62,60.15,16.56,50.7,28.34,25.08,0.76,,27.78,0.25,0.35,0.19,94.0,Satisfactory
Delhi,2017-09-01,25.58,41.64,23.55,26.64,12.21,17.6,0.54,,24.03,0.18,0.21,0.23,91.0,Satisfactory
Delhi,2017-09-02,20.06,45.86,23.23,26.09,10.33,33.97,0.48,,25.0,0.12,0.0,,88.0,Satisfactory
Delhi,2017-09-03,38.19,79.78,20.33,27.32,8.88,25.9,0.4,,25.07,0.13,0.0,,88.0,Satisfactory
Delhi,2017-09-04,47.89,84.29,33.84,25.85,11.14,86.67,0.36,,24.93,0.2,0.0,,89.0,Satisfactory
Delhi,2017-09-05,35.61,75.82,20.61,30.29,8.93,30.21,0.37,,25.08,0.11,0.0,,88.0,Satisfactory
Delhi,2017-09-06,39.41,85.23,21.1,35.92,9.89,31.07,0.33,,24.95,0.23,0.0,0.0,88.0,Satisfactory
Delhi,2017-09-07,40.34,67.06,21.91,23.75,7.9,36.46,0.36,,24.93,0.13,0.0,,88.0,Satisfactory
Delhi,2017-09-08,51.7,101.89,18.18,16.52,9.84,27.05,0.49,,25.88,0.22,0.0,,106.0,Moderate
Delhi,2017-09-09,54.83,111.65,20.65,17.54,11.27,31.1,0.45,,25.77,0.22,0.0,,96.0,Satisfactory
Delhi,2017-09-10,60.46,119.5,30.53,19.76,14.83,49.74,0.48,,26.39,0.44,0.0,,118.0,Moderate
Delhi,2017-09-11,63.97,120.06,22.99,20.25,12.0,48.0,0.45,,27.92,0.18,0.0,,119.0,Moderate
Delhi,2017-09-12,46.65,103.84,17.92,16.56,10.14,,0.42,,24.84,0.14,0.0,,106.0,Moderate
Delhi,2017-09-13,54.77,143.16,25.08,10.76,5.71,,0.13,,24.38,0.89,0.0,,115.0,Moderate
Delhi,2017-09-14,80.47,186.11,81.89,31.88,10.24,43.06,0.12,,26.98,0.24,0.0,,142.0,Moderate
Delhi,2017-09-15,64.37,127.68,25.94,34.75,12.73,31.02,0.36,,27.32,0.17,0.0,,169.0,Moderate
Delhi,2017-09-16,51.56,82.26,19.27,36.6,14.42,40.92,0.44,,26.7,0.14,0.0,,110.0,Moderate
Delhi,2017-09-17,53.05,85.65,23.98,37.33,13.49,31.89,0.33,,26.7,0.15,0.0,,106.0,Moderate
Delhi,2017-09-18,60.83,102.29,20.23,56.67,11.54,33.88,0.21,,30.08,0.19,0.0,,99.0,Satisfactory
Delhi,2017-09-19,55.55,112.21,19.87,34.72,16.17,45.0,0.43,,28.73,0.27,0.0,,109.0,Moderate
Delhi,2017-09-20,70.81,111.9,29.89,21.49,21.37,56.47,0.44,,31.95,0.21,0.0,,137.0,Moderate
Delhi,2017-09-21,55.93,76.81,27.16,22.74,16.34,31.36,0.46,,23.1,0.18,0.0,,144.0,Moderate
Delhi,2017-09-22,11.81,18.59,20.34,22.4,11.24,17.63,0.32,,24.88,0.2,0.0,,92.0,Satisfactory
Delhi,2017-09-23,17.76,43.57,20.38,18.63,12.97,17.47,0.35,,22.19,0.08,0.0,,83.0,Satisfactory
Delhi,2017-09-24,35.5,81.42,18.8,17.01,12.69,19.11,0.37,,22.63,0.12,0.0,,84.0,Satisfactory
Delhi,2017-09-25,50.09,100.02,14.59,27.25,13.13,19.81,0.37,,24.48,0.13,0.0,,104.0,Moderate
Delhi,2017-09-26,66.12,114.15,23.12,27.52,18.35,34.54,0.6,7.13,30.45,0.25,1.38,0.13,131.0,Moderate
Delhi,2017-09-27,80.94,125.39,26.98,21.39,22.31,50.34,0.61,6.62,29.26,0.35,1.74,0.12,165.0,Moderate
Delhi,2017-09-28,75.4,102.91,50.72,38.55,23.52,54.37,0.43,6.08,34.06,0.27,1.54,0.11,176.0,Moderate
Delhi,2017-09-29,89.38,140.94,37.45,29.45,18.61,41.19,0.45,7.17,40.26,0.44,1.82,0.13,172.0,Moderate
Delhi,2017-09-30,74.2,125.73,21.1,26.08,8.59,44.1,0.3,6.64,38.44,0.22,1.73,0.1,137.0,Moderate
Delhi,2017-10-01,68.47,120.56,25.43,28.66,14.66,50.15,0.46,3.46,32.9,0.46,2.34,0.03,131.0,Moderate
Delhi,2017-10-02,63.41,128.15,22.86,25.2,12.1,39.12,0.43,2.94,30.1,0.54,2.43,0.05,132.0,Moderate
Delhi,2017-10-03,69.45,127.48,22.75,26.09,11.47,31.36,0.2,5.81,34.34,0.24,1.27,0.1,115.0,Moderate
Delhi,2017-10-04,76.81,138.81,24.88,28.99,14.09,39.43,0.19,11.7,35.79,0.35,2.07,0.08,151.0,Moderate
Delhi,2017-10-05,75.73,125.31,15.35,24.45,13.8,37.22,0.27,11.96,36.81,0.25,1.59,0.09,180.0,Moderate
Delhi,2017-10-06,79.81,111.43,14.82,27.44,12.19,31.48,0.33,13.91,38.67,0.39,2.11,0.15,183.0,Moderate
Delhi,2017-10-07,70.98,151.15,17.2,25.61,14.27,35.37,0.32,22.29,34.44,0.27,1.72,0.09,193.0,Moderate
Delhi,2017-10-08,102.2,155.03,20.71,24.51,14.05,41.02,0.24,24.0,35.32,0.31,2.14,0.09,224.0,Poor
Delhi,2017-10-09,107.63,173.87,33.9,27.06,17.82,50.93,0.24,23.51,31.11,0.57,2.97,0.09,268.0,Poor
Delhi,2017-10-10,105.88,158.68,23.0,31.67,13.81,56.42,0.26,7.6,30.89,0.63,3.28,0.1,253.0,Poor
Delhi,2017-10-11,104.45,122.3,25.09,30.92,14.22,64.21,0.25,6.57,29.67,0.68,2.71,0.1,208.0,Poor
Delhi,2017-10-12,106.85,186.91,21.91,31.1,12.39,44.32,0.33,7.65,35.14,0.71,2.56,0.08,211.0,Poor
Delhi,2017-10-13,137.42,207.87,31.87,29.16,14.41,45.28,0.33,9.36,37.98,0.6,2.34,0.09,246.0,Poor
Delhi,2017-10-14,147.07,208.87,67.91,30.14,23.78,55.52,0.37,14.64,42.39,0.72,3.4,0.09,319.0,Very Poor
Delhi,2017-10-15,147.83,195.47,41.91,30.0,15.25,44.61,0.33,14.31,37.15,0.89,3.62,0.09,317.0,Very Poor
Delhi,2017-10-16,152.61,213.98,48.82,58.53,40.14,51.88,1.02,23.09,30.49,0.86,3.42,0.09,310.0,Very Poor
Delhi,2017-10-17,121.7,212.35,48.01,57.08,49.91,42.92,1.36,17.44,30.46,0.99,3.39,0.09,313.0,Very Poor
Delhi,2017-10-18,152.16,204.03,66.01,63.15,55.52,44.57,1.05,27.42,35.86,0.83,3.38,0.08,310.0,Very Poor
Delhi,2017-10-19,176.17,259.0,55.94,53.51,53.32,50.7,1.18,22.15,36.35,1.26,4.52,0.08,336.0,Very Poor
Delhi,2017-10-20,426.52,387.13,56.28,54.76,47.28,48.79,1.06,36.85,41.14,2.15,5.54,0.07,497.0,Severe
Delhi,2017-10-21,213.12,317.52,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.88,4.02,0.07,404.0,Severe
Delhi,2017-10-22,146.01,201.91,54.57,55.88,31.89,45.72,0.93,24.42,34.88,0.8,4.04,0.08,338.0,Very Poor
Delhi,2017-10-23,163.35,242.73,89.4,64.25,63.05,48.44,1.45,27.79,52.91,1.16,4.65,0.09,327.0,Very Poor
Delhi,2017-10-24,188.24,331.64,72.71,81.33,87.22,53.82,1.51,23.19,86.13,1.15,5.47,0.07,366.0,Very Poor
Delhi,2017-10-25,203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.93,5.08,0.07,357.0,Very Poor
Delhi,2017-10-26,178.91,290.41,56.9,90.56,63.21,61.45,1.15,24.12,99.71,1.3,4.28,0.07,328.0,Very Poor
Delhi,2017-10-27,167.54,293.68,26.14,65.44,52.4,48.68,0.98,21.24,82.93,1.26,4.94,0.06,345.0,Very Poor
Delhi,2017-10-28,198.37,329.05,35.39,84.45,60.5,51.2,0.9,27.88,110.71,1.65,7.47,0.07,379.0,Very Poor
Delhi,2017-10-29,187.82,300.92,28.91,60.61,57.94,50.6,1.16,25.08,83.99,1.56,6.8,0.08,362.0,Very Poor
Delhi,2017-10-30,196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,0.09,340.0,Very Poor
Delhi,2017-10-31,211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,0.08,366.0,Very Poor
Delhi,2017-11-01,179.17,265.9,29.65,46.83,43.9,47.36,1.13,16.01,56.79,1.43,6.36,0.07,344.0,Very Poor
Delhi,2017-11-02,160.69,227.41,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,0.07,305.0,Very Poor
Delhi,2017-11-03,168.16,239.73,45.29,46.49,60.96,53.2,1.31,15.29,62.16,2.74,6.06,0.07,310.0,Very Poor
Delhi,2017-11-04,190.33,292.7,45.11,47.28,74.75,52.75,1.83,18.87,73.16,3.18,5.21,0.07,345.0,Very Poor
Delhi,2017-11-05,209.61,334.64,65.25,60.56,97.76,61.8,2.33,19.55,86.74,6.46,12.85,0.08,370.0,Very Poor
Delhi,2017-11-06,216.53,330.27,64.5,57.27,96.0,65.81,1.94,18.74,72.82,4.6,14.37,0.07,377.0,Very Poor
Delhi,2017-11-07,517.93,654.68,51.67,65.17,103.77,91.87,2.37,15.29,56.06,5.11,26.96,0.06,532.0,Severe
Delhi,2017-11-08,639.19,796.88,55.83,77.51,104.65,82.96,2.74,20.46,55.51,7.73,25.53,0.06,675.0,Severe
Delhi,2017-11-09,495.9,652.21,54.71,81.67,104.52,74.84,2.37,15.68,86.62,6.99,25.25,0.07,677.0,Severe
Delhi,2017-11-10,370.73,496.48,55.07,80.73,109.98,84.1,2.45,17.84,104.94,7.33,28.06,0.08,597.0,Severe
Delhi,2017-11-11,363.77,511.44,78.16,78.61,117.92,90.64,2.32,17.8,95.54,8.39,32.33,0.06,471.0,Severe
Delhi,2017-11-12,465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,0.06,613.0,Severe
Delhi,2017-11-13,354.56,498.63,65.36,65.77,105.48,73.85,2.33,15.58,94.42,5.47,18.48,0.08,561.0,Severe
Delhi,2017-11-14,254.36,365.91,34.12,56.46,75.36,55.71,1.74,13.67,69.5,4.44,11.39,0.07,444.0,Severe
Delhi,2017-11-15,192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,0.07,378.0,Very Poor
Delhi,2017-11-16,191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,0.12,357.0,Very Poor
Delhi,2017-11-17,150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3.0,8.48,0.18,330.0,Very Poor
Delhi,2017-11-18,143.51,202.59,20.23,43.91,50.62,38.55,1.16,13.3,37.68,2.29,5.38,0.08,309.0,Very Poor
Delhi,2017-11-19,128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,0.09,297.0,Poor
Delhi,2017-11-20,171.34,249.28,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,0.1,329.0,Very Poor
Delhi,2017-11-21,178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,0.1,341.0,Very Poor
Delhi,2017-11-22,177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,0.1,348.0,Very Poor
Delhi,2017-11-23,175.56,251.23,34.73,55.04,70.15,40.03,1.55,18.32,54.34,4.53,11.97,0.1,340.0,Very Poor
Delhi,2017-11-24,187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,0.11,348.0,Very Poor
Delhi,2017-11-25,185.31,268.09,45.12,76.48,88.0,47.81,1.74,17.95,48.1,5.3,15.24,0.1,347.0,Very Poor
Delhi,2017-11-26,224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,0.1,368.0,Very Poor
Delhi,2017-11-27,198.34,328.09,45.64,68.93,87.3,52.5,1.64,18.95,41.09,4.33,13.04,0.1,382.0,Very Poor
Delhi,2017-11-28,167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,0.1,360.0,Very Poor
Delhi,2017-11-29,215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,0.11,359.0,Very Poor
Delhi,2017-11-30,219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,0.1,388.0,Very Poor
Delhi,2017-12-01,190.45,309.07,61.21,56.83,94.55,65.47,1.83,17.59,31.62,6.41,20.7,0.1,377.0,Very Poor
Delhi,2017-12-02,208.87,324.46,80.33,65.66,102.69,92.4,2.1,20.17,36.62,7.94,25.81,0.1,356.0,Very Poor
Delhi,2017-12-03,240.87,359.22,67.41,65.83,99.76,85.25,2.28,19.92,37.61,8.46,26.32,0.1,384.0,Very Poor
Delhi,2017-12-04,261.82,390.1,74.66,65.49,101.07,90.28,2.49,20.17,32.64,7.62,23.27,0.1,415.0,Severe
Delhi,2017-12-05,230.56,358.86,61.13,64.61,104.85,71.16,2.41,18.29,50.69,5.42,15.21,0.1,404.0,Severe
Delhi,2017-12-06,120.91,210.21,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,0.12,330.0,Very Poor
Delhi,2017-12-07,88.95,170.12,24.67,45.83,39.33,36.04,1.49,18.17,41.43,2.6,7.35,0.1,215.0,Poor
Delhi,2017-12-08,115.08,204.38,23.86,53.85,3.63,41.49,1.56,21.69,50.26,3.13,7.98,0.1,220.0,Poor
Delhi,2017-12-09,165.76,268.35,60.14,70.14,9.06,57.73,1.77,24.22,68.58,7.52,17.98,0.18,312.0,Very Poor
Delhi,2017-12-10,230.34,341.87,102.0,83.94,16.38,77.11,2.18,25.97,90.07,9.07,29.86,0.25,389.0,Very Poor
Delhi,2017-12-11,218.87,338.45,97.35,71.25,13.13,86.87,2.28,24.39,66.07,5.22,19.42,0.1,406.0,Severe
Delhi,2017-12-12,109.18,152.76,22.41,45.94,3.04,50.54,1.51,11.71,38.75,1.96,6.88,0.11,280.0,Poor
Delhi,2017-12-13,134.99,203.48,20.14,40.27,2.59,48.27,1.34,10.81,46.28,2.51,6.59,0.11,263.0,Poor
Delhi,2017-12-14,126.67,189.9,19.4,36.59,2.33,46.26,1.31,11.18,42.19,2.18,5.87,0.11,276.0,Poor
Delhi,2017-12-15,127.57,194.15,20.33,34.73,3.26,42.56,1.28,9.69,38.04,1.89,4.83,0.11,292.0,Poor
Delhi,2017-12-16,100.72,152.72,17.77,29.84,2.87,39.74,1.06,4.98,23.98,1.92,2.85,0.1,228.0,Poor
Delhi,2017-12-17,95.58,163.65,17.4,37.37,2.44,35.36,1.2,12.68,36.4,1.87,3.48,0.12,195.0,Moderate
Delhi,2017-12-18,115.19,189.64,20.4,45.8,2.15,45.71,1.28,16.97,45.37,2.46,6.42,0.1,223.0,Poor
Delhi,2017-12-19,168.33,257.19,35.44,54.84,4.37,56.27,1.48,23.03,49.68,3.93,10.74,0.1,291.0,Poor
Delhi,2017-12-20,283.24,410.74,44.05,66.41,5.96,78.25,1.91,25.0,67.35,4.65,14.07,0.05,378.0,Very Poor
Delhi,2017-12-21,293.14,435.23,32.3,61.63,3.57,72.97,1.45,22.54,66.06,4.12,10.87,0.08,467.0,Severe
